Date/Time,roomTemp (deg C),evapTemp (deg C),defroStat,compStat,evapStat
25-04-2024 09:33,-18,-32.9,OFF,ON,ON
25-04-2024 09:53,-18,-33.1,OFF,ON,ON
25-04-2024 10:12,-18,-33.1,OFF,ON,ON
25-04-2024 10:28,-18,-33.1,OFF,ON,ON
25-04-2024 10:42,-18,-33.1,OFF,ON,ON
25-04-2024 10:57,-18,-33.1,OFF,ON,ON
25-04-2024 11:14,-18,-33.1,OFF,ON,ON
25-04-2024 11:26,-19.9,-36.4,ON,OFF,OFF
25-04-2024 11:46,-0.6,-9.3,OFF,OFF,OFF
25-04-2024 11:49,-0.4,-9.3,OFF,OFF,ON
25-04-2024 11:51,-2.4,-12.8,OFF,ON,ON
25-04-2024 12:13,-12.3,-31.8,OFF,ON,ON
25-04-2024 12:42,-14.2,-33.5,OFF,ON,ON
25-04-2024 13:11,-17,-35.8,OFF,ON,ON
25-04-2024 13:40,-15.6,-36.3,OFF,ON,ON
25-04-2024 14:09,-16.5,-36.5,OFF,ON,ON
25-04-2024 14:25,-16.8,-36.6,ON,OFF,OFF
25-04-2024 14:48,-0.6,-9.1,OFF,OFF,ON
25-04-2024 14:50,-4.2,-11.9,OFF,ON,ON
25-04-2024 15:19,-16,-34.6,OFF,ON,ON
25-04-2024 15:48,-16.9,-35.7,OFF,ON,ON
25-04-2024 16:17,-14.2,-34.6,OFF,ON,ON
25-04-2024 16:46,-15.2,-35.3,OFF,ON,ON
25-04-2024 17:15,-15.7,-35.6,OFF,ON,ON
25-04-2024 17:24,-14.5,-35.2,ON,OFF,OFF
25-04-2024 17:44,0.2,-8.8,OFF,OFF,OFF
25-04-2024 17:47,2.5,-8.9,OFF,OFF,ON
25-04-2024 17:49,-1.6,-10,OFF,ON,ON
25-04-2024 18:18,-7.3,-29,OFF,ON,ON
25-04-2024 18:47,-14.9,-34.7,OFF,ON,ON
25-04-2024 19:16,-15.7,-35.5,OFF,ON,ON
25-04-2024 19:45,-17.3,-36.6,OFF,ON,ON
25-04-2024 20:14,-18,-37.1,OFF,ON,ON
25-04-2024 20:23,-18.1,-37.2,ON,OFF,OFF
25-04-2024 20:43,-2.4,-8.7,OFF,OFF,OFF
25-04-2024 20:46,-0.6,-8.8,OFF,OFF,ON
25-04-2024 20:48,-5.4,-11.8,OFF,ON,ON
25-04-2024 21:17,-16.8,-35.4,OFF,ON,ON
25-04-2024 21:46,-18.3,-36.9,OFF,ON,ON
25-04-2024 22:15,-19,-37.6,OFF,ON,ON
25-04-2024 22:44,-19.4,-37.9,OFF,ON,ON
25-04-2024 23:08,-18,-33,OFF,ON,ON
25-04-2024 23:22,-19.9,-36.2,ON,OFF,OFF
25-04-2024 23:45,-0.6,-8.8,OFF,OFF,ON
25-04-2024 23:47,-5.8,-11.7,OFF,ON,ON
26-04-2024 00:16,-18.5,-35,OFF,ON,ON
26-04-2024 00:43,-18,-33.4,OFF,ON,ON
26-04-2024 01:06,-17.9,-33.5,OFF,ON,ON
26-04-2024 01:21,-18,-33.5,OFF,ON,ON
26-04-2024 01:36,-18,-33.4,OFF,ON,ON
26-04-2024 01:49,-18,-33.4,OFF,ON,ON
26-04-2024 02:07,-18,-33,OFF,ON,ON
26-04-2024 02:20,-18,-33.1,OFF,ON,ON
26-04-2024 02:21,-17.7,-33.6,ON,OFF,OFF
26-04-2024 02:40,-0.8,-8.9,OFF,OFF,OFF
26-04-2024 02:43,-0.5,-8.9,OFF,OFF,ON
26-04-2024 02:45,-4.9,-12.6,OFF,ON,ON
26-04-2024 03:14,-18.6,-35,OFF,ON,ON
26-04-2024 03:33,-18,-33,OFF,ON,ON
26-04-2024 03:50,-18,-33.3,OFF,ON,ON
26-04-2024 04:04,-18,-33.3,OFF,ON,ON
26-04-2024 04:17,-18,-33.2,OFF,ON,ON
26-04-2024 04:41,-17.9,-32.9,OFF,ON,ON
26-04-2024 05:10,-19.3,-36.1,OFF,ON,ON
26-04-2024 05:20,-19.6,-36.4,ON,OFF,OFF
26-04-2024 05:42,-0.5,-8.6,OFF,OFF,ON
26-04-2024 05:44,-4.2,-11.6,OFF,ON,ON
26-04-2024 06:13,-17.1,-34.2,OFF,ON,ON
26-04-2024 06:42,-18.5,-35.2,OFF,ON,ON
26-04-2024 06:55,-18,-33.2,OFF,ON,ON
26-04-2024 07:24,-18,-33.1,OFF,ON,ON
26-04-2024 07:49,-18,-33.1,OFF,ON,ON
26-04-2024 08:02,-18,-33.1,OFF,ON,ON
26-04-2024 08:14,-18,-33.1,OFF,ON,ON
26-04-2024 08:18,-19,-35.6,ON,OFF,OFF
26-04-2024 08:38,-0.5,-8.9,OFF,OFF,OFF
26-04-2024 08:41,-0.4,-9,OFF,OFF,ON
26-04-2024 09:10,-18.8,-34.6,OFF,ON,ON
26-04-2024 09:23,-18,-32.9,OFF,ON,ON
26-04-2024 09:37,-18,-33.1,OFF,ON,ON
26-04-2024 09:50,-18,-33.1,OFF,ON,ON
26-04-2024 10:02,-17.7,-33.1,OFF,ON,ON
26-04-2024 10:31,-17.7,-34.8,OFF,ON,ON
26-04-2024 10:37,-18.8,-34.9,OFF,ON,ON
26-04-2024 10:56,-18,-33,OFF,ON,ON
26-04-2024 11:12,-18,-32.8,OFF,ON,ON
26-04-2024 11:37,-1.4,-9.2,OFF,OFF,OFF
26-04-2024 11:40,-1,-9.2,OFF,OFF,ON
26-04-2024 11:42,-8,-13.8,OFF,ON,ON
26-04-2024 12:11,-15.5,-32.8,OFF,ON,ON
26-04-2024 12:40,-18.6,-35.2,OFF,ON,ON
26-04-2024 13:09,-19.1,-35.9,OFF,ON,ON
26-04-2024 13:38,-9,-33,OFF,ON,ON
26-04-2024 14:07,-15.7,-35.4,OFF,ON,ON
26-04-2024 14:16,-16.4,-35.8,ON,OFF,OFF
26-04-2024 14:36,-3,-9.1,OFF,OFF,OFF
26-04-2024 14:39,-2,-9.1,OFF,OFF,ON
26-04-2024 14:41,-7.8,-15,OFF,ON,ON
26-04-2024 15:10,-17.9,-34.1,OFF,ON,ON
26-04-2024 15:39,-19.7,-35.5,OFF,ON,ON
26-04-2024 15:50,-18,-33,OFF,ON,ON
26-04-2024 16:19,-20,-35.6,OFF,OFF,ON
26-04-2024 16:21,-18,-33.3,OFF,ON,ON
26-04-2024 16:50,-18.4,-35.9,OFF,ON,ON
26-04-2024 17:15,-19.9,-36.9,ON,OFF,OFF
26-04-2024 17:35,-1.6,-8.8,OFF,OFF,OFF
26-04-2024 17:38,-0.6,-8.8,OFF,OFF,ON
26-04-2024 17:40,-5.2,-13.6,OFF,ON,ON
26-04-2024 18:09,-18.3,-34.7,OFF,ON,ON
26-04-2024 18:28,-18,-33.1,OFF,ON,ON
26-04-2024 18:44,-18,-33.1,OFF,ON,ON
26-04-2024 18:56,-18,-33.3,OFF,ON,ON
26-04-2024 19:25,-18.5,-36,OFF,ON,ON
26-04-2024 19:54,-19.2,-36.5,OFF,ON,ON
26-04-2024 20:14,-19.5,-36.8,ON,OFF,OFF
26-04-2024 20:34,-1,-8.7,OFF,OFF,OFF
26-04-2024 20:37,-0.6,-8.7,OFF,OFF,ON
26-04-2024 20:39,-4.1,-13.1,OFF,ON,ON
26-04-2024 21:08,-17.5,-34.3,OFF,ON,ON
26-04-2024 21:37,-19.5,-35.6,OFF,ON,ON
26-04-2024 21:51,-18,-33.1,OFF,ON,ON
26-04-2024 22:15,-18,-33,OFF,ON,ON
26-04-2024 22:33,-18,-33.2,OFF,ON,ON
26-04-2024 23:02,-19.8,-36.4,OFF,ON,ON
26-04-2024 23:11,-18,-33.2,OFF,ON,ON
26-04-2024 23:13,-17.8,-34.7,ON,OFF,OFF
26-04-2024 23:33,-0.7,-8.8,OFF,OFF,OFF
26-04-2024 23:38,-4.2,-17.6,OFF,ON,ON
27-04-2024 00:07,-18.2,-34.6,OFF,ON,ON
27-04-2024 00:36,-19.6,-35.8,OFF,ON,ON
27-04-2024 00:44,-18,-33,OFF,ON,ON
27-04-2024 01:04,-18,-33,OFF,ON,ON
27-04-2024 01:33,-18.4,-35.7,OFF,ON,ON
27-04-2024 02:02,-19.5,-36.6,OFF,ON,ON
27-04-2024 02:12,-19.7,-36.7,ON,OFF,OFF
27-04-2024 02:32,-1.2,-8.4,OFF,OFF,OFF
27-04-2024 03:01,-17.8,-34.4,OFF,ON,ON
27-04-2024 03:28,-18,-32.9,OFF,ON,ON
27-04-2024 03:57,-19.8,-36,OFF,ON,ON
27-04-2024 04:02,-18,-32.9,OFF,ON,ON
27-04-2024 04:22,-17.7,-32.8,OFF,ON,ON
27-04-2024 04:51,-18.9,-36.1,OFF,ON,ON
27-04-2024 05:11,-19.6,-36.6,ON,OFF,OFF
27-04-2024 05:34,-0.6,-8.6,OFF,OFF,ON
27-04-2024 05:36,-8,-14.4,OFF,ON,ON
27-04-2024 06:05,-18.7,-35.1,OFF,ON,ON
27-04-2024 06:32,-18,-32.9,OFF,ON,ON
27-04-2024 06:52,-18,-32.9,OFF,ON,ON
27-04-2024 07:12,-18,-32.9,OFF,ON,ON
27-04-2024 07:41,-17.1,-34.9,OFF,ON,ON
27-04-2024 08:10,-19.3,-36.2,OFF,ON,ON
27-04-2024 08:30,-1.3,-8.6,OFF,OFF,OFF
27-04-2024 08:35,-8.6,-14.3,OFF,ON,ON
27-04-2024 09:04,-16.3,-33.4,OFF,ON,ON
27-04-2024 09:33,-19.6,-35.8,OFF,ON,ON
27-04-2024 09:52,-18,-32.7,OFF,ON,ON
27-04-2024 10:21,-14.8,-34,OFF,ON,ON
27-04-2024 10:50,-16.6,-34.7,OFF,ON,ON
27-04-2024 11:19,-9,-9,ON,OFF,OFF
27-04-2024 11:29,6.5,-9,OFF,OFF,OFF
27-04-2024 11:32,5.1,-9.1,OFF,OFF,ON
27-04-2024 12:01,-14.7,-32.7,OFF,ON,ON
27-04-2024 12:30,-16.1,-33.7,OFF,ON,ON
27-04-2024 12:59,-14.4,-32.6,OFF,ON,ON
27-04-2024 13:28,-14.8,-34.4,OFF,ON,ON
27-04-2024 13:57,-14.9,-35.3,OFF,ON,ON
27-04-2024 14:26,-1.7,-8.8,ON,OFF,OFF
27-04-2024 14:31,-0.6,-8.8,OFF,OFF,ON
27-04-2024 14:33,-7.2,-14,OFF,ON,ON
27-04-2024 15:02,-16,-34.3,OFF,ON,ON
27-04-2024 15:31,-18.5,-35.3,OFF,ON,ON
27-04-2024 16:00,-18.9,-35.8,OFF,ON,ON
27-04-2024 16:29,-19.4,-36,OFF,ON,ON
27-04-2024 16:58,-19,-36,OFF,ON,ON
27-04-2024 17:07,-19.3,-36.3,ON,OFF,OFF
27-04-2024 17:27,-1.3,-8.7,OFF,OFF,OFF
27-04-2024 17:30,-0.6,-8.8,OFF,OFF,ON
27-04-2024 17:32,-7.5,-12.9,OFF,ON,ON
27-04-2024 18:01,-17.8,-35.5,OFF,ON,ON
27-04-2024 18:30,-19.5,-35.7,OFF,ON,ON
27-04-2024 18:48,-17.8,-32.6,OFF,ON,ON
27-04-2024 19:17,-17.9,-35.5,OFF,ON,ON
27-04-2024 19:46,-16.3,-35,OFF,ON,ON
27-04-2024 20:06,-13.6,-35.1,ON,OFF,OFF
27-04-2024 20:26,-0.6,-8.6,OFF,OFF,OFF
27-04-2024 20:31,-3.8,-13.3,OFF,ON,ON
27-04-2024 21:00,-16.9,-34,OFF,ON,ON
27-04-2024 21:29,-19.1,-35.6,OFF,ON,ON
27-04-2024 21:58,-19.7,-36.5,OFF,ON,ON
27-04-2024 22:11,-18,-33.1,OFF,ON,ON
27-04-2024 22:32,-18,-33.1,OFF,ON,ON
27-04-2024 23:01,-19.6,-36.6,OFF,ON,ON
27-04-2024 23:25,-2.6,-8.9,OFF,OFF,OFF
27-04-2024 23:28,-0.6,-8.9,OFF,OFF,ON
27-04-2024 23:30,-5.5,-14.8,OFF,ON,ON
27-04-2024 23:59,-18.3,-34.5,OFF,ON,ON
28-04-2024 00:19,-18,-32.8,OFF,ON,ON
28-04-2024 00:39,-18,-32.9,OFF,ON,ON
28-04-2024 00:55,-18,-33,OFF,ON,ON
28-04-2024 01:11,-18,-33,OFF,ON,ON
28-04-2024 01:28,-18,-33.1,OFF,ON,ON
28-04-2024 01:45,-18,-33.1,OFF,ON,ON
28-04-2024 02:01,-18,-33.2,OFF,ON,ON
28-04-2024 02:04,-18.2,-35.1,ON,OFF,OFF
28-04-2024 02:23,-1,-8.9,OFF,OFF,OFF
28-04-2024 02:26,-0.6,-8.9,OFF,OFF,ON
28-04-2024 02:28,-6.1,-14.7,OFF,ON,ON
28-04-2024 02:57,-19.1,-34.8,OFF,ON,ON
28-04-2024 03:10,-18,-32.6,OFF,ON,ON
28-04-2024 03:25,-18,-32.7,OFF,ON,ON
28-04-2024 03:38,-18,-32.9,OFF,ON,ON
28-04-2024 03:50,-18,-32.9,OFF,ON,ON
28-04-2024 04:03,-18,-32.9,OFF,ON,ON
28-04-2024 04:16,-18,-33.1,OFF,ON,ON
28-04-2024 04:28,-18,-33.1,OFF,ON,ON
28-04-2024 04:41,-18,-33.1,OFF,ON,ON
28-04-2024 04:54,-18,-33.2,OFF,ON,ON
28-04-2024 05:03,-19.8,-36.4,ON,OFF,OFF
28-04-2024 05:22,-1.6,-8.8,OFF,OFF,OFF
28-04-2024 05:25,-0.6,-8.8,OFF,OFF,ON
28-04-2024 05:27,-6,-14.8,OFF,ON,ON
28-04-2024 05:56,-19.4,-35,OFF,ON,ON
28-04-2024 06:05,-18,-32.5,OFF,ON,ON
28-04-2024 06:18,-18,-32.7,OFF,ON,ON
28-04-2024 06:42,-18,-32.9,OFF,ON,ON
28-04-2024 06:53,-18,-32.9,OFF,ON,ON
28-04-2024 07:07,-18,-33,OFF,ON,ON
28-04-2024 07:17,-18,-33,OFF,ON,ON
28-04-2024 07:27,-18,-33.1,OFF,ON,ON
28-04-2024 07:37,-18,-33,OFF,ON,ON
28-04-2024 07:48,-18,-33.1,OFF,ON,ON
28-04-2024 07:58,-18,-33.1,OFF,ON,ON
28-04-2024 08:01,-19.2,-35.5,ON,OFF,OFF
28-04-2024 08:21,-5.1,-9.1,OFF,OFF,OFF
28-04-2024 08:26,-7.2,-15.6,OFF,ON,ON
28-04-2024 08:55,-20,-35.1,OFF,OFF,ON
28-04-2024 08:57,-18,-32.2,OFF,ON,ON
28-04-2024 09:07,-17.7,-33.1,OFF,ON,ON
28-04-2024 09:30,-18,-32.7,OFF,ON,ON
28-04-2024 09:59,-19.8,-36.1,OFF,ON,ON
28-04-2024 10:05,-18,-32.9,OFF,ON,ON
28-04-2024 10:22,-18,-32.9,OFF,ON,ON
28-04-2024 10:39,-18,-32.9,OFF,ON,ON
28-04-2024 10:55,-17.9,-33,OFF,ON,ON
28-04-2024 11:20,-0.6,-9.2,OFF,OFF,OFF
28-04-2024 11:23,-0.6,-9.2,OFF,OFF,ON
28-04-2024 11:52,-17.4,-33.7,OFF,ON,ON
28-04-2024 12:21,-18.2,-34.2,OFF,ON,ON
28-04-2024 12:50,-10.9,-29.6,OFF,ON,ON
28-04-2024 13:19,-13.8,-31.8,OFF,ON,ON
28-04-2024 13:48,-16.8,-34.3,OFF,ON,ON
28-04-2024 13:59,-12.9,-31.8,ON,OFF,OFF
28-04-2024 14:19,0,-8.8,OFF,OFF,OFF
28-04-2024 14:22,6.9,-8.9,OFF,OFF,ON
28-04-2024 14:24,-1.1,-10.3,OFF,ON,ON
28-04-2024 14:53,-10.5,-29.2,OFF,ON,ON
28-04-2024 15:22,-14.9,-32.9,OFF,ON,ON
28-04-2024 15:51,-17.5,-34.4,OFF,ON,ON
28-04-2024 16:20,-19.1,-35.5,OFF,ON,ON
28-04-2024 16:49,-18.3,-35.5,OFF,ON,ON
28-04-2024 16:58,-18.8,-35.9,ON,OFF,OFF
28-04-2024 17:18,-1.2,-8.7,OFF,OFF,OFF
28-04-2024 17:21,-0.5,-8.8,OFF,OFF,ON
28-04-2024 17:23,-8.2,-13.2,OFF,ON,ON
28-04-2024 17:52,-17,-34.1,OFF,ON,ON
28-04-2024 18:21,-19.1,-35.3,OFF,ON,ON
28-04-2024 18:50,-19.6,-36.4,OFF,ON,ON
28-04-2024 19:07,-18,-33.1,OFF,ON,ON
28-04-2024 19:36,-16.2,-34.6,OFF,ON,ON
28-04-2024 19:57,-18.8,-36.5,ON,OFF,OFF
28-04-2024 20:20,-0.5,-8.8,OFF,OFF,ON
28-04-2024 20:22,-3.2,-14.9,OFF,ON,ON
28-04-2024 20:51,-13.6,-32.1,OFF,ON,ON
28-04-2024 21:20,-16.7,-34.6,OFF,ON,ON
28-04-2024 21:49,-17.9,-35.8,OFF,ON,ON
28-04-2024 22:18,-18.8,-36.3,OFF,ON,ON
28-04-2024 22:47,-17.1,-35.5,OFF,ON,ON
28-04-2024 23:16,-0.6,-8.9,ON,OFF,OFF
28-04-2024 23:19,-0.3,-9,OFF,OFF,ON
28-04-2024 23:21,-3.2,-16,OFF,ON,ON
28-04-2024 23:50,-18,-34.6,OFF,ON,ON
29-04-2024 00:19,-19.2,-35.8,OFF,ON,ON
29-04-2024 00:30,-17.9,-33,OFF,ON,ON
29-04-2024 00:59,-19.4,-35.9,OFF,ON,ON
29-04-2024 01:10,-17.9,-33.1,OFF,ON,ON
29-04-2024 01:39,-19.6,-36.3,OFF,ON,ON
29-04-2024 01:47,-17.9,-33.2,OFF,ON,ON
29-04-2024 01:55,-19.5,-36.3,ON,OFF,OFF
29-04-2024 02:15,-1.5,-9,OFF,OFF,OFF
29-04-2024 02:18,-1.2,-9,OFF,OFF,ON
29-04-2024 02:20,-5.7,-16.1,OFF,ON,ON
29-04-2024 02:49,-19,-35.1,OFF,ON,ON
29-04-2024 03:18,-19.9,-36,OFF,ON,ON
29-04-2024 03:21,-17.9,-32.9,OFF,ON,ON
29-04-2024 03:35,-17.9,-33,OFF,ON,ON
29-04-2024 03:48,-18,-33,OFF,ON,ON
29-04-2024 04:17,-19.8,-36.4,OFF,ON,ON
29-04-2024 04:40,-17.9,-33.3,OFF,ON,ON
29-04-2024 04:54,-19,-36.4,ON,OFF,OFF
29-04-2024 05:14,-1,-8.9,OFF,OFF,OFF
29-04-2024 05:17,-1,-8.9,OFF,OFF,ON
29-04-2024 05:46,-19,-35.1,OFF,ON,ON
29-04-2024 05:57,-17.9,-32.7,OFF,ON,ON
29-04-2024 06:10,-17.9,-32.9,OFF,ON,ON
29-04-2024 06:22,-17.9,-33.1,OFF,ON,ON
29-04-2024 06:46,-17.9,-33.1,OFF,ON,ON
29-04-2024 06:59,-18,-33.1,OFF,ON,ON
29-04-2024 07:11,-18,-33.1,OFF,ON,ON
29-04-2024 07:24,-18,-33.2,OFF,ON,ON
29-04-2024 07:38,-18,-33.1,OFF,ON,ON
29-04-2024 07:51,-18,-33.2,OFF,ON,ON
29-04-2024 08:13,-1.3,-9.2,OFF,OFF,OFF
29-04-2024 08:16,-1.2,-9.2,OFF,OFF,ON
29-04-2024 08:18,-6.4,-16,OFF,ON,ON
29-04-2024 08:47,-18.1,-34.5,OFF,ON,ON
29-04-2024 09:05,-17.9,-32.9,OFF,ON,ON
29-04-2024 09:21,-18,-32.9,OFF,ON,ON
29-04-2024 09:35,-18,-32.9,OFF,ON,ON
29-04-2024 09:49,-18,-33,OFF,ON,ON
29-04-2024 10:02,-18,-32.9,OFF,ON,ON
29-04-2024 10:15,-18,-33,OFF,ON,ON
29-04-2024 10:28,-18,-33,OFF,ON,ON
29-04-2024 11:54,-19,-34.9,OFF,ON,ON
29-04-2024 12:07,-17.6,-33.1,OFF,ON,ON
29-04-2024 12:20,-17.9,-33,OFF,ON,ON
29-04-2024 12:40,-18,-32.6,OFF,ON,ON
29-04-2024 13:09,-17.2,-34.7,OFF,ON,ON
29-04-2024 13:27,-19.2,-35.4,OFF,ON,ON
29-04-2024 13:56,-15.1,-13.3,ON,OFF,OFF
29-04-2024 14:11,-2.6,-8.8,OFF,OFF,OFF
29-04-2024 14:14,-2,-8.9,OFF,OFF,ON
29-04-2024 14:16,-6.5,-14.3,OFF,ON,ON
29-04-2024 14:45,-13.2,-29.2,OFF,ON,ON
29-04-2024 15:14,-16.5,-33.3,OFF,ON,ON
29-04-2024 15:43,-9.7,-28.7,OFF,ON,ON
29-04-2024 16:12,-16.4,-33.9,OFF,ON,ON
29-04-2024 16:50,-18,-35.3,ON,OFF,OFF
29-04-2024 17:10,-0.8,-8.8,OFF,OFF,OFF
29-04-2024 17:13,-0.9,-8.9,OFF,OFF,ON
29-04-2024 17:15,-4.9,-13.5,OFF,ON,ON
29-04-2024 17:44,-16.8,-33.6,OFF,ON,ON
29-04-2024 18:13,-18.5,-35.3,OFF,ON,ON
29-04-2024 18:42,-19.5,-35.9,OFF,ON,ON
29-04-2024 19:10,-18,-32.8,OFF,ON,ON
29-04-2024 19:39,-17.6,-35.3,OFF,ON,ON
29-04-2024 19:49,-17.6,-35.4,ON,OFF,OFF
29-04-2024 20:09,-1,-8.8,OFF,OFF,OFF
29-04-2024 20:12,-1,-8.9,OFF,OFF,ON
29-04-2024 20:41,-17.1,-33.9,OFF,ON,ON
29-04-2024 21:10,-19.3,-35.5,OFF,ON,ON
29-04-2024 21:34,-18,-32.7,OFF,ON,ON
29-04-2024 21:57,-18,-32.8,OFF,ON,ON
29-04-2024 22:16,-18,-32.9,OFF,ON,ON
29-04-2024 22:45,-19.1,-36.2,OFF,ON,ON
29-04-2024 22:48,-19.6,-36.5,ON,OFF,OFF
29-04-2024 23:11,-1,-9,OFF,OFF,ON
29-04-2024 23:13,-7.2,-12.5,OFF,ON,ON
29-04-2024 23:42,-18.7,-35.2,OFF,ON,ON
30-04-2024 00:11,-19.7,-36,OFF,ON,ON
30-04-2024 00:40,-19.4,-36,OFF,ON,ON
30-04-2024 01:00,-18,-33.1,OFF,ON,ON
30-04-2024 01:27,-18,-33.2,OFF,ON,ON
30-04-2024 01:56,-14.2,-8.9,ON,OFF,OFF
30-04-2024 02:07,-2.1,-8.8,OFF,OFF,OFF
30-04-2024 02:10,-1.6,-8.8,OFF,OFF,ON
30-04-2024 02:12,-7.7,-13,OFF,ON,ON
30-04-2024 02:41,-18.8,-35.6,OFF,ON,ON
30-04-2024 03:02,-18,-32.7,OFF,ON,ON
30-04-2024 03:31,-19.8,-36.2,OFF,ON,ON
30-04-2024 03:37,-18,-33.1,OFF,ON,ON
30-04-2024 03:54,-18,-33.1,OFF,ON,ON
30-04-2024 04:07,-20,-36.4,OFF,OFF,ON
30-04-2024 04:12,-18,-33.1,OFF,ON,ON
30-04-2024 04:29,-18,-33.2,OFF,ON,ON
30-04-2024 04:46,-18.4,-33.5,ON,OFF,OFF
30-04-2024 05:06,-1.1,-8.9,OFF,OFF,OFF
30-04-2024 05:09,-0.9,-8.9,OFF,OFF,ON
30-04-2024 05:11,-7.4,-12.4,OFF,ON,ON
30-04-2024 05:40,-18.8,-36,OFF,ON,ON
30-04-2024 06:09,-19.6,-36.6,OFF,ON,ON
30-04-2024 06:18,-18,-33,OFF,ON,ON
30-04-2024 06:47,-19.9,-36.5,OFF,ON,ON
30-04-2024 06:52,-18,-33.1,OFF,ON,ON
30-04-2024 07:07,-18,-33.1,OFF,ON,ON
30-04-2024 07:23,-18,-33.1,OFF,ON,ON
30-04-2024 07:38,-18,-33.1,OFF,ON,ON
30-04-2024 07:45,-19.4,-35.9,ON,OFF,OFF
30-04-2024 08:04,-1.3,-9.1,OFF,OFF,OFF
30-04-2024 08:07,-1,-9.1,OFF,OFF,ON
30-04-2024 08:09,-7.4,-12.6,OFF,ON,ON
30-04-2024 08:38,-18.8,-35.6,OFF,ON,ON
30-04-2024 08:53,-18,-32.5,OFF,ON,ON
30-04-2024 09:08,-18,-32.8,OFF,ON,ON
30-04-2024 09:22,-18,-32.9,OFF,ON,ON
30-04-2024 09:36,-18,-32.9,OFF,ON,ON
30-04-2024 09:50,-18,-32.9,OFF,ON,ON
30-04-2024 10:04,-18,-32.9,OFF,ON,ON
30-04-2024 10:18,-18,-32.9,OFF,ON,ON
30-04-2024 10:33,-18,-32.9,OFF,ON,ON
30-04-2024 10:44,-19.4,-34.2,ON,OFF,OFF
30-04-2024 11:03,-6.3,-9.5,OFF,OFF,OFF
30-04-2024 11:06,-5.1,-9.5,OFF,OFF,ON
30-04-2024 11:08,-8.7,-14.4,OFF,ON,ON
30-04-2024 11:37,-19.1,-35.1,OFF,ON,ON
30-04-2024 11:46,-15.3,-32.8,OFF,OFF,OFF
30-04-2024 11:47,-13.3,-31.2,OFF,ON,ON
30-04-2024 12:16,-14,-32.7,OFF,ON,ON
30-04-2024 12:45,-14.8,-33.5,OFF,ON,ON
30-04-2024 13:14,-13.7,-32.8,OFF,ON,ON
30-04-2024 13:43,-8.1,-27.8,OFF,ON,ON
30-04-2024 14:12,-13.5,-32,OFF,ON,ON
30-04-2024 14:41,-14.8,-33.5,OFF,ON,ON
30-04-2024 14:45,-14.8,-32.7,ON,OFF,OFF
30-04-2024 15:05,-1,-9,OFF,OFF,OFF
30-04-2024 15:08,-0.6,-9.1,OFF,OFF,ON
30-04-2024 15:10,-2.7,-13.6,OFF,ON,ON
30-04-2024 15:39,-11,-28.7,OFF,ON,ON
30-04-2024 16:08,-14.9,-31.9,OFF,ON,ON
30-04-2024 16:37,-16.6,-33.5,OFF,ON,ON
30-04-2024 17:06,-16.7,-34,OFF,ON,ON
30-04-2024 17:35,-17.7,-34.9,OFF,ON,ON
30-04-2024 17:44,-16,-34.2,ON,OFF,OFF
30-04-2024 18:04,-0.7,-8.5,OFF,OFF,OFF
30-04-2024 18:07,-0.5,-8.7,OFF,OFF,ON
30-04-2024 18:09,-4.6,-12.1,OFF,ON,ON
30-04-2024 18:38,-15.4,-32.2,OFF,ON,ON
30-04-2024 19:07,-17.6,-34.4,OFF,ON,ON
30-04-2024 19:36,-16.5,-34.7,OFF,ON,ON
30-04-2024 20:05,-16.9,-35.3,OFF,ON,ON
30-04-2024 20:34,-17.7,-36,OFF,ON,ON
30-04-2024 20:43,-17.9,-36.2,ON,OFF,OFF
30-04-2024 21:03,-1.3,-8.7,OFF,OFF,OFF
30-04-2024 21:05,-0.8,-8.8,OFF,OFF,ON
30-04-2024 21:08,-5.5,-11.9,OFF,ON,ON
30-04-2024 21:37,-16.3,-33.5,OFF,ON,ON
30-04-2024 22:06,-17.7,-35.1,OFF,ON,ON
30-04-2024 22:35,-18.7,-35.9,OFF,ON,ON
30-04-2024 23:04,-19.3,-36.2,OFF,ON,ON
30-04-2024 23:33,-19.7,-36.5,OFF,ON,ON
01-05-2024 00:01,-1.2,-8.6,OFF,OFF,OFF
01-05-2024 00:04,-0.9,-8.7,OFF,OFF,ON
01-05-2024 00:06,-5.8,-13.4,OFF,ON,ON
01-05-2024 00:35,-17.5,-34.3,OFF,ON,ON
01-05-2024 01:04,-19.5,-35.8,OFF,ON,ON
01-05-2024 01:17,-17.9,-33.1,OFF,ON,ON
01-05-2024 01:39,-18,-33.1,OFF,ON,ON
01-05-2024 01:58,-17.9,-33.1,OFF,ON,ON
01-05-2024 02:15,-17.9,-33.2,OFF,ON,ON
01-05-2024 02:40,-19.9,-36.5,ON,OFF,OFF
01-05-2024 03:00,-4.5,-8.6,OFF,OFF,OFF
01-05-2024 03:03,-3,-8.7,OFF,OFF,ON
01-05-2024 03:05,-6.7,-13.5,OFF,ON,ON
01-05-2024 03:34,-18.8,-35,OFF,ON,ON
01-05-2024 03:52,-18,-32.8,OFF,ON,ON
01-05-2024 04:07,-17.9,-32.9,OFF,ON,ON
01-05-2024 04:20,-17.9,-33,OFF,ON,ON
01-05-2024 04:33,-18,-33,OFF,ON,ON
01-05-2024 04:57,-18,-33,OFF,ON,ON
01-05-2024 05:09,-18,-33.1,OFF,ON,ON
